Metric: | MAE	| RMSE	
Avg:	0.4023	1.3185
Min:	0.3799	1.2702

==================================
Detailed results for 50 epochs:
0.7105	1.9470
0.5917	1.7138
0.5033	1.4481
0.4450	1.3636
0.4271	1.3389
0.4141	1.3295
0.4096	1.3183
0.4048	1.3153
0.4031	1.3106
0.3996	1.3096
0.3981	1.3061
0.3946	1.3051
0.3926	1.3040
0.3915	1.3025
0.3919	1.2987
0.3907	1.2994
0.3894	1.2996
0.3897	1.2988
0.3894	1.2953
0.3900	1.2959
0.3879	1.2971
0.3872	1.2961
0.3867	1.2949
0.3851	1.2948
0.3836	1.2949
0.3847	1.2941
0.3866	1.2916
0.3848	1.2919
0.3866	1.2862
0.3837	1.2879
0.3831	1.2874
0.3837	1.2878
0.3840	1.2858
0.3827	1.2849
0.3843	1.2839
0.3814	1.2847
0.3819	1.2840
0.3814	1.2825
0.3813	1.2819
0.3816	1.2819
0.3814	1.2794
0.3809	1.2779
0.3802	1.2762
0.3803	1.2766
0.3803	1.2753
0.3815	1.2755
0.3812	1.2759
0.3817	1.2722
0.3810	1.2702
0.3799	1.2702
