Metric: | MAE	| RMSE	
Avg:	25.5623	78.1025
Min:	17.6602	57.9106

==================================
Detailed results for 50 epochs:
46.3933	119.8678
40.8823	115.8648
39.8819	114.4050
38.8558	113.5086
37.4941	112.3210
36.0693	110.8401
34.8278	108.8674
33.8343	106.6036
33.0056	104.4756
32.2583	102.1920
31.5111	99.6264
30.7473	96.8196
29.9477	93.7921
29.1639	90.6674
28.4206	87.6229
27.7549	84.5901
27.1303	82.2846
26.5881	79.8478
26.1224	78.0011
25.7125	76.3357
25.3605	74.6176
25.0248	73.4811
24.7471	72.2352
24.4576	71.4015
24.2066	70.4683
23.9641	69.4945
23.6880	68.7285
23.3662	68.0220
23.0012	67.1591
22.5302	66.5576
21.9665	65.6908
21.3346	65.1591
20.7609	64.2297
20.2556	63.5870
19.8603	63.1017
19.5628	62.5853
19.3113	62.2450
19.1087	61.8143
18.9353	61.3594
18.7787	61.0037
18.6271	60.7755
18.5077	60.4006
18.3876	60.1820
18.2848	59.7570
18.1818	59.4664
18.0712	59.2615
17.9599	59.0291
17.8562	58.6075
17.7588	58.2612
17.6602	57.9106
