Metric: | MAE	| RMSE	
Avg:	0.3591	1.2314
Min:	0.3334	1.1618

==================================
Detailed results for 50 epochs:
0.4898	1.4223
0.4087	1.3218
0.3943	1.3042
0.3885	1.2933
0.3819	1.2893
0.3789	1.2841
0.3735	1.2840
0.3723	1.2800
0.3722	1.2762
0.3690	1.2765
0.3665	1.2716
0.3645	1.2703
0.3652	1.2660
0.3664	1.2629
0.3652	1.2608
0.3642	1.2560
0.3619	1.2562
0.3624	1.2526
0.3637	1.2471
0.3604	1.2463
0.3638	1.2409
0.3607	1.2374
0.3583	1.2378
0.3574	1.2339
0.3532	1.2341
0.3592	1.2241
0.3526	1.2258
0.3526	1.2187
0.3510	1.2191
0.3518	1.2153
0.3512	1.2082
0.3472	1.2098
0.3494	1.2031
0.3461	1.2023
0.3459	1.1978
0.3435	1.1963
0.3443	1.1909
0.3413	1.1882
0.3423	1.1861
0.3384	1.1858
0.3436	1.1766
0.3392	1.1773
0.3399	1.1719
0.3373	1.1719
0.3376	1.1701
0.3360	1.1680
0.3352	1.1671
0.3379	1.1635
0.3339	1.1646
0.3334	1.1618
